0.0901816283385108,0,6,0,-1
0.10504514628777804,0,10,0,1
0.06475993376645184,0,9,0,6
0.1640529566390124,0,17,0,1
0.14629795472825122,1,11,0,0
0.14037248126871926,0,15,0,3
0.09925833339709302,0,11,0,-1
0.09104463009115371,0,12,0,-1
0.18074256993863336,0,12,0,4
0.04794633014853841,0,7,0,6
0.0820264783195062,0,11,0,1
0.18569533817705183,2,18,0,3
0.10543316579753613,0,14,0,-1
0.035093120317179816,0,1,0,3
0.06882327126544589,0,6,0,6
0.11031946970293831,0,14,0,4
0.13130643285972254,0,13,0,0
0.11877113736973437,1,13,0,1
0.19395245515057077,1,21,0,0
0.10543316579753613,0,12,0,-1
0.18234920215644923,0,12,0,0
0.1654305556618217,2,19,0,2
0.0600721298597455,1,8,0,-1
0.04503773491110449,0,3,0,6
0,0,0,0,-1
0.06956784760539649,0,5,0,2
0.06780635036208103,0,2,0,4
0.08920515501750786,0,12,0,7
0.06565321642986127,0,3,0,0
0.10253309789938274,0,8,0,4
0.11259433727776125,0,12,0,0
0.058722021951470346,0,7,0,3
0.17068094718295976,1,8,0,0
0.07546125168700114,0,13,0,-1
0.043173289177634556,0,8,0,3
0.09925833339709302,0,12,0,-1
0.08104408984731078,0,5,0,5
0.0962498036572848,1,14,0,-1
0.048765984909417075,0,3,0,5
0.029361010975735173,0,1,0,2
0.13555692745397502,0,17,0,2
0.09143006417649889,0,10,0,6
0.042601432284230495,0,2,0,-1
0.15659205853725425,0,9,0,2
0.2034190510862431,1,18,0,4
0.17616606585441102,1,16,0,0
0.03959037912324479,0,2,0,1
0.11065205854826883,0,8,0,6
0.0875376219064817,0,10,0,2
0.046749619836234414,0,3,0,-1
0.03418928299756789,0,3,0,5
0,0,0,0,2
0.12951986753290368,0,7,0,3
0.0735463131352922,0,5,0,0
0.1886666522546313,0,15,0,2
0.1160595863606574,0,7,0,4
0.14024885950870325,0,17,0,0
0.1189402066900105,0,10,0,2
0.11580138896327519,0,8,0,6
0.061519858739629646,0,4,0,7
0.08520286456846099,0,4,0,3
0.1802163895792365,2,16,0,7
0.1443747054859272,0,11,0,-1
0.08520286456846099,0,10,0,4
0.1326671576263081,1,10,0,2
0.06390214842634574,0,8,0,3
0,0,0,0,0
0.08104408984731078,0,9,0,1
0.021025856676559,0,1,0,6
0.049239912322395954,0,4,0,-1
0.061519858739629646,0,9,0,6
0.2574120959735227,0,24,0,-1
0.06475993376645184,0,4,0,3
0.051502620262460476,0,4,0,-1
0,0,0,0,0
0.09284766908852594,0,11,0,5
0.11254837102261933,0,12,0,1
0,0,0,0,6
0.15319083833634298,1,15,0,2
0.18386578283823052,0,14,0,1
0.07314897736412561,0,9,0,3
0.021884405476620426,0,1,0,3
0.10908244628454697,0,9,0,1
0.023583331531828913,0,1,0,6
0.045715032088249445,0,2,0,6
0.1750752438129634,0,14,0,3
0.02050661957987655,0,2,0,-1
0.09143006417649889,1,6,0,1
0.10130511230913847,0,5,0,-1
0.08852677897456387,0,10,0,-2
0.09589266029707683,1,10,0,6
0.07018624063435963,0,6,0,2
0.08547320749391972,0,7,0,-1
0.08009617314632733,0,4,0,2
0,0,0,0,-1
0.09007546982220899,0,10,0,2
0.06565321642986127,0,5,0,7
0.04376881095324085,0,8,0,-1
0.15582557298274985,0,18,0,0
0.0909717652294684,0,11,0,2
0.0600721298597455,0,5,0,3
0.13316902848554257,0,11,0,0
0.120144259719491,0,11,0,6
0.05043619793543149,0,4,0,1
0.16019234629265466,0,10,0,6
0.05263968047576973,0,8,0,3
0.11489312875225723,0,13,0,5
0.0318464877649241,0,2,0,1
0.15517241379310343,0,15,0,-1
0.10344827586206895,0,9,0,-1
0.1137147065368355,0,12,0,2
0.14412753434733405,0,17,0,5
0.19975354272831383,0,16,0,3
0.14429060534161728,1,16,0,1
0.07250184882071768,0,5,0,0
0.168206853412472,0,12,0,0
0.12379689211803459,0,9,0,-1
0.04716666306365783,0,8,0,0
0.1802163895792365,0,18,0,2
0.11031946970293831,1,8,0,3
0.10130511230913847,0,12,0,1
0.23160277792655037,0,16,0,-1
0.15161960871578067,0,14,0,-1
0.10253309789938274,0,11,0,1
0.061898446059017294,0,10,0,-1
0.026802813370944874,0,1,0,6
0.10253309789938274,0,6,0,3
0.0820264783195062,0,4,0,0
0.13407108198891604,0,12,0,-1
0.0689655172413793,0,6,0,1
0.054758567819339354,0,2,0,5
0.062332826448312555,0,5,0,-1
0.16232693100931944,1,17,0,-1
0.10985884360051028,1,14,0,2
0.09193289141911526,1,11,0,5
0.09925833339709302,0,11,0,6
0.10650358071057625,0,11,0,2
0.1470926262705844,0,16,0,7
0.12191496227354269,1,11,0,6
0.13701805122009747,0,15,0,-1
0.14294833797837264,0,13,0,5
0.12870604798676136,0,10,0,3
0.02865341275306264,0,2,0,6
0.11877113736973437,0,14,0,0
0.120144259719491,0,9,0,3
0.10504514628777804,0,9,0,2
0.10300524052492095,2,5,0,0
0.09771935129766844,0,7,0,-1
0.19710549133051486,0,23,0,3
0.0955394632947723,0,4,0,3
0.17815670605460154,0,19,0,1
0.13130643285972254,0,14,0,4
0.13130643285972254,1,14,0,3
0.06475993376645184,0,9,0,-1
0.13645764784420258,0,15,0,1
0.06147302214453449,0,7,0,-1
0.11744404390294068,0,12,0,1
0.037516123674206446,0,2,0,0
0.10435177140809473,0,13,0,2
0.02626128657194451,0,2,0,3
0.15791904142730917,0,14,0,5
0.10300524052492095,0,16,0,4
0.023973165074269207,0,1,0,6
0,0,0,0,5
0.03390317518104052,0,2,0,3
